"exercise_label","features"
"Squat","{""leftHipAngle"": 157.36447170874845, ""leftKneeAngle"": 168.85651405883024, ""rightHipAngle"": 164.08953611712025, ""leftElbowAngle"": 19.427119096447033, ""rightKneeAngle"": 166.43400755251622, ""rightElbowAngle"": 16.006312498156166, ""leftShoulderAngle"": 78.00361912915763, ""rightShoulderAngle"": 69.1546092450906}"
"Squat","{""leftHipAngle"": 144.73594374151853, ""leftKneeAngle"": 129.56685980020583, ""rightHipAngle"": 148.86693812530874, ""leftElbowAngle"": 144.7182038442372, ""rightKneeAngle"": 113.74164293509932, ""rightElbowAngle"": 116.63654564012036, ""leftShoulderAngle"": 54.862883443455566, ""rightShoulderAngle"": 53.15265490376226}"
"Squat","{""leftHipAngle"": 126.15173700628638, ""leftKneeAngle"": 89.40442879597197, ""rightHipAngle"": 129.80793311760587, ""leftElbowAngle"": 170.78225088230275, ""rightKneeAngle"": 54.15366237798253, ""rightElbowAngle"": 135.5986318164633, ""leftShoulderAngle"": 55.36216356456026, ""rightShoulderAngle"": 52.936789720214016}"
"Squat","{""leftHipAngle"": 143.39512795459808, ""leftKneeAngle"": 140.80837373816368, ""rightHipAngle"": 150.99441635942296, ""leftElbowAngle"": 150.13626951430254, ""rightKneeAngle"": 151.182250161402, ""rightElbowAngle"": 177.92369574203096, ""leftShoulderAngle"": 58.39809234266222, ""rightShoulderAngle"": 53.6902688008355}"
"Squat","{""leftHipAngle"": 160.46551057269937, ""leftKneeAngle"": 173.65220684131373, ""rightHipAngle"": 162.65126850148226, ""leftElbowAngle"": 38.28969479520612, ""rightKneeAngle"": 171.82872557155815, ""rightElbowAngle"": 81.29928809114362, ""leftShoulderAngle"": 74.0719342385308, ""rightShoulderAngle"": 57.744455027923856}"
"Squat","{""leftHipAngle"": 165.75618462717966, ""leftKneeAngle"": 178.49556341109306, ""rightHipAngle"": 164.12004220849394, ""leftElbowAngle"": 10.00171848438124, ""rightKneeAngle"": 175.80215498922814, ""rightElbowAngle"": 71.79155378768456, ""leftShoulderAngle"": 88.65172409531803, ""rightShoulderAngle"": 59.40120680631453}"
"Squat","{""leftHipAngle"": 162.94777155294753, ""leftKneeAngle"": 177.4219754558034, ""rightHipAngle"": 166.1880076909265, ""leftElbowAngle"": 10.81123753760905, ""rightKneeAngle"": 177.09698094899724, ""rightElbowAngle"": 49.095309442398346, ""leftShoulderAngle"": 87.81000743358719, ""rightShoulderAngle"": 48.366754481927096}"
"Squat","{""leftHipAngle"": 157.7201795457888, ""leftKneeAngle"": 166.68474914647862, ""rightHipAngle"": 162.8601196998104, ""leftElbowAngle"": 21.473280861584712, ""rightKneeAngle"": 169.55380716567012, ""rightElbowAngle"": 21.198002187287145, ""leftShoulderAngle"": 75.6727267125023, ""rightShoulderAngle"": 72.16163091820245}"
"Squat","{""leftHipAngle"": 156.6823047945775, ""leftKneeAngle"": 154.36432083008148, ""rightHipAngle"": 148.77102740560386, ""leftElbowAngle"": 150.33313924808522, ""rightKneeAngle"": 147.73943949086924, ""rightElbowAngle"": 51.24256327374555, ""leftShoulderAngle"": 53.30217101589959, ""rightShoulderAngle"": 48.09414176025645}"
"Squat","{""leftHipAngle"": 138.19313280655334, ""leftKneeAngle"": 122.00888103337896, ""rightHipAngle"": 130.7932425290433, ""leftElbowAngle"": 164.45702193791917, ""rightKneeAngle"": 74.04767574168645, ""rightElbowAngle"": 150.16269802306886, ""leftShoulderAngle"": 52.37201507036388, ""rightShoulderAngle"": 50.844125013876265}"
"Squat","{""leftHipAngle"": 128.9487435877163, ""leftKneeAngle"": 118.96979720033715, ""rightHipAngle"": 123.18962833719324, ""leftElbowAngle"": 166.61220116693235, ""rightKneeAngle"": 68.31983342807432, ""rightElbowAngle"": 165.27925613647926, ""leftShoulderAngle"": 49.2346683287318, ""rightShoulderAngle"": 48.30822747229968}"
"Squat","{""leftHipAngle"": 149.81967277439767, ""leftKneeAngle"": 149.92127781663615, ""rightHipAngle"": 147.86888958226336, ""leftElbowAngle"": 149.22337195918476, ""rightKneeAngle"": 150.9410997882818, ""rightElbowAngle"": 133.50507150443923, ""leftShoulderAngle"": 49.43522818361609, ""rightShoulderAngle"": 51.39613404796746}"
"Squat","{""leftHipAngle"": 157.34832691019625, ""leftKneeAngle"": 172.2782877365388, ""rightHipAngle"": 159.07570965232082, ""leftElbowAngle"": 44.27135357446431, ""rightKneeAngle"": 173.2851306783107, ""rightElbowAngle"": 42.975875392773304, ""leftShoulderAngle"": 56.77881048902046, ""rightShoulderAngle"": 49.080143287074584}"
"Squat","{""leftHipAngle"": 163.88815551254558, ""leftKneeAngle"": 178.16424559975448, ""rightHipAngle"": 162.7882002817604, ""leftElbowAngle"": 35.94408685682623, ""rightKneeAngle"": 176.4478008066795, ""rightElbowAngle"": 99.7895394256458, ""leftShoulderAngle"": 72.78750147867738, ""rightShoulderAngle"": 36.895975321174255}"
"Squat","{""leftHipAngle"": 166.25961156937677, ""leftKneeAngle"": 179.04966883676005, ""rightHipAngle"": 165.92356988706507, ""leftElbowAngle"": 24.50010089344505, ""rightKneeAngle"": 176.51291000827823, ""rightElbowAngle"": 31.1649702917395, ""leftShoulderAngle"": 75.4682328381705, ""rightShoulderAngle"": 47.27653843610789}"
"Squat","{""leftHipAngle"": 165.41514627563924, ""leftKneeAngle"": 179.0881406747825, ""rightHipAngle"": 165.5656154507084, ""leftElbowAngle"": 22.86568638058219, ""rightKneeAngle"": 175.4048338924999, ""rightElbowAngle"": 17.79832548870844, ""leftShoulderAngle"": 73.46691580781778, ""rightShoulderAngle"": 57.16599732257322}"
"Squat","{""leftHipAngle"": 156.7211521722778, ""leftKneeAngle"": 168.0533745771471, ""rightHipAngle"": 161.6895681835815, ""leftElbowAngle"": 22.965406233891297, ""rightKneeAngle"": 165.6710791505289, ""rightElbowAngle"": 89.46309872811183, ""leftShoulderAngle"": 62.02749905838658, ""rightShoulderAngle"": 50.97050977916321}"
"Squat","{""leftHipAngle"": 145.99810836454805, ""leftKneeAngle"": 135.8767393729044, ""rightHipAngle"": 149.59671006686764, ""leftElbowAngle"": 160.76501206746858, ""rightKneeAngle"": 113.25818663045324, ""rightElbowAngle"": 103.88330245742064, ""leftShoulderAngle"": 57.18623756268732, ""rightShoulderAngle"": 50.56902454403278}"
"Squat","{""leftHipAngle"": 109.95871629618638, ""leftKneeAngle"": 113.77946761209644, ""rightHipAngle"": 112.73622847141556, ""leftElbowAngle"": 169.38084194369938, ""rightKneeAngle"": 45.95635092597332, ""rightElbowAngle"": 150.8986261858501, ""leftShoulderAngle"": 47.42711287494498, ""rightShoulderAngle"": 51.13667126502806}"
"Squat","{""leftHipAngle"": 137.99733582544349, ""leftKneeAngle"": 130.05717573630545, ""rightHipAngle"": 128.61506773531818, ""leftElbowAngle"": 169.58279252597714, ""rightKneeAngle"": 78.94381809731625, ""rightElbowAngle"": 154.08292511528006, ""leftShoulderAngle"": 45.374614495514784, ""rightShoulderAngle"": 51.625819539776195}"
"Squat","{""leftHipAngle"": 156.65151295650713, ""leftKneeAngle"": 158.92195962250443, ""rightHipAngle"": 149.6500500923256, ""leftElbowAngle"": 109.48792890735383, ""rightKneeAngle"": 154.96433347367585, ""rightElbowAngle"": 1.7323583216462048, ""leftShoulderAngle"": 51.68797380253921, ""rightShoulderAngle"": 50.33722616243715}"
"Squat","{""leftHipAngle"": 164.7257391293119, ""leftKneeAngle"": 179.18112689857506, ""rightHipAngle"": 162.46504318557945, ""leftElbowAngle"": 45.41416834858171, ""rightKneeAngle"": 174.90405265846653, ""rightElbowAngle"": 78.38636682955428, ""leftShoulderAngle"": 65.97111180554708, ""rightShoulderAngle"": 64.48975980860239}"
"Squat","{""leftHipAngle"": 164.78548816274, ""leftKneeAngle"": 179.90855352258885, ""rightHipAngle"": 164.43252785488033, ""leftElbowAngle"": 24.753884318917525, ""rightKneeAngle"": 176.8704515554729, ""rightElbowAngle"": 21.758131816365225, ""leftShoulderAngle"": 75.99460564567487, ""rightShoulderAngle"": 60.92416497078683}"
"Squat","{""leftHipAngle"": 166.23031152607757, ""leftKneeAngle"": 179.1142689041839, ""rightHipAngle"": 165.1876281884673, ""leftElbowAngle"": 12.66055382953105, ""rightKneeAngle"": 177.8816620813954, ""rightElbowAngle"": 18.660210746048577, ""leftShoulderAngle"": 78.43324463253575, ""rightShoulderAngle"": 59.21574767312264}"
"Squat","{""leftHipAngle"": 165.78601451033478, ""leftKneeAngle"": 178.1300586289642, ""rightHipAngle"": 165.59573523623862, ""leftElbowAngle"": 13.519133898255514, ""rightKneeAngle"": 176.18024360978234, ""rightElbowAngle"": 4.337565149244634, ""leftShoulderAngle"": 78.34169556226428, ""rightShoulderAngle"": 53.74645924213595}"
"Squat","{""leftHipAngle"": 152.19983994645568, ""leftKneeAngle"": 157.29999665420567, ""rightHipAngle"": 155.1608710602008, ""leftElbowAngle"": 92.54941036121966, ""rightKneeAngle"": 158.62927337299843, ""rightElbowAngle"": 32.56608867044196, ""leftShoulderAngle"": 41.96089988711383, ""rightShoulderAngle"": 23.323808274662444}"
"Squat","{""leftHipAngle"": 144.314948844011, ""leftKneeAngle"": 132.13205118847867, ""rightHipAngle"": 143.2769465268868, ""leftElbowAngle"": 162.67271356713056, ""rightKneeAngle"": 90.46342718503402, ""rightElbowAngle"": 165.52659983318495, ""leftShoulderAngle"": 42.20368247294303, ""rightShoulderAngle"": 42.027983342089605}"
"Squat","{""leftHipAngle"": 100.19062931018016, ""leftKneeAngle"": 126.0738990932358, ""rightHipAngle"": 89.68996067275293, ""leftElbowAngle"": 162.75269178806712, ""rightKneeAngle"": 53.18111099551587, ""rightElbowAngle"": 161.4770153567731, ""leftShoulderAngle"": 44.76867040244431, ""rightShoulderAngle"": 40.715059333579745}"
"Squat","{""leftHipAngle"": 149.29087043812387, ""leftKneeAngle"": 128.32719311115045, ""rightHipAngle"": 136.36249593716542, ""leftElbowAngle"": 152.92126162259322, ""rightKneeAngle"": 134.37437337081346, ""rightElbowAngle"": 161.665526028492, ""leftShoulderAngle"": 46.85784457988867, ""rightShoulderAngle"": 42.71309330327771}"
"Squat","{""leftHipAngle"": 154.07659054172515, ""leftKneeAngle"": 162.93577209538, ""rightHipAngle"": 154.27657718879092, ""leftElbowAngle"": 44.44693550553029, ""rightKneeAngle"": 163.60710968470588, ""rightElbowAngle"": 52.49272169448512, ""leftShoulderAngle"": 62.08096008882038, ""rightShoulderAngle"": 43.9283044333075}"
"Squat","{""leftHipAngle"": 166.9286106885366, ""leftKneeAngle"": 178.0370208330001, ""rightHipAngle"": 163.55327986802095, ""leftElbowAngle"": 22.9118490742253, ""rightKneeAngle"": 175.34432084989837, ""rightElbowAngle"": 5.259994830180545, ""leftShoulderAngle"": 80.5043086427572, ""rightShoulderAngle"": 61.54140470321756}"
"Squat","{""leftHipAngle"": 167.44940503229262, ""leftKneeAngle"": 178.2390153911759, ""rightHipAngle"": 164.74870237978885, ""leftElbowAngle"": 11.920765159536158, ""rightKneeAngle"": 177.64566117264374, ""rightElbowAngle"": 5.2953730321723675, ""leftShoulderAngle"": 87.89561228995493, ""rightShoulderAngle"": 69.23554494915831}"
"Squat","{""leftHipAngle"": 167.63751804872524, ""leftKneeAngle"": 178.93214370788576, ""rightHipAngle"": 165.3460685621882, ""leftElbowAngle"": 19.085348260055355, ""rightKneeAngle"": 173.1427292023938, ""rightElbowAngle"": 61.21489228579705, ""leftShoulderAngle"": 85.787797836071, ""rightShoulderAngle"": 68.78125706520935}"
"Squat","{""leftHipAngle"": 164.15437428472484, ""leftKneeAngle"": 176.78059020543628, ""rightHipAngle"": 162.33785654565312, ""leftElbowAngle"": 18.004327270623943, ""rightKneeAngle"": 172.6852468730764, ""rightElbowAngle"": 24.38301314346089, ""leftShoulderAngle"": 78.71847663222154, ""rightShoulderAngle"": 56.40282567080336}"
"Squat","{""leftHipAngle"": 155.81893639406846, ""leftKneeAngle"": 161.25354451042216, ""rightHipAngle"": 153.09297444257126, ""leftElbowAngle"": 46.719315171493236, ""rightKneeAngle"": 148.82952644227606, ""rightElbowAngle"": 56.599171107317254, ""leftShoulderAngle"": 64.76059192186258, ""rightShoulderAngle"": 65.43893164804116}"
"Squat","{""leftHipAngle"": 147.84655822027634, ""leftKneeAngle"": 127.15727839607814, ""rightHipAngle"": 146.17879535048937, ""leftElbowAngle"": 153.9608677309539, ""rightKneeAngle"": 79.68279433384977, ""rightElbowAngle"": 164.68667860204278, ""leftShoulderAngle"": 53.778645889371035, ""rightShoulderAngle"": 50.45500619484907}"
"Squat","{""leftHipAngle"": 123.2090603758976, ""leftKneeAngle"": 109.34664167472916, ""rightHipAngle"": 118.31509541511554, ""leftElbowAngle"": 170.41447877265796, ""rightKneeAngle"": 67.27097082480635, ""rightElbowAngle"": 156.12123762314909, ""leftShoulderAngle"": 45.08365964947319, ""rightShoulderAngle"": 45.56662732227806}"
"Squat","{""leftHipAngle"": 121.78257302543068, ""leftKneeAngle"": 95.70613169081594, ""rightHipAngle"": 131.6752377317198, ""leftElbowAngle"": 167.22655149131035, ""rightKneeAngle"": 71.47861857838926, ""rightElbowAngle"": 160.18718793674273, ""leftShoulderAngle"": 45.369454436126865, ""rightShoulderAngle"": 45.65696070736591}"
"Squat","{""leftHipAngle"": 152.28641487423135, ""leftKneeAngle"": 151.4764049517807, ""rightHipAngle"": 151.08387353211543, ""leftElbowAngle"": 96.61983639749984, ""rightKneeAngle"": 157.19977639521346, ""rightElbowAngle"": 61.91356442472467, ""leftShoulderAngle"": 54.20117078501587, ""rightShoulderAngle"": 45.79853269407756}"
"Squat","{""leftHipAngle"": 164.31479046277047, ""leftKneeAngle"": 178.6453664752774, ""rightHipAngle"": 161.50431290231134, ""leftElbowAngle"": 16.867057325895495, ""rightKneeAngle"": 173.25732777423067, ""rightElbowAngle"": 18.02036034013476, ""leftShoulderAngle"": 80.95314107043875, ""rightShoulderAngle"": 55.4073516359787}"
"Squat","{""leftHipAngle"": 166.66540315360174, ""leftKneeAngle"": 179.72663895230409, ""rightHipAngle"": 163.3828301561983, ""leftElbowAngle"": 15.8808259950671, ""rightKneeAngle"": 175.83315854446803, ""rightElbowAngle"": 8.771895579133679, ""leftShoulderAngle"": 84.18876885828394, ""rightShoulderAngle"": 58.88267479906962}"
"Squat","{""leftHipAngle"": 166.64669726041052, ""leftKneeAngle"": 176.64690152454827, ""rightHipAngle"": 164.15734038505718, ""leftElbowAngle"": 13.562623296232193, ""rightKneeAngle"": 175.83174980089152, ""rightElbowAngle"": 25.838866140892463, ""leftShoulderAngle"": 83.48486424219244, ""rightShoulderAngle"": 66.80166922178162}"
"Squat","{""leftHipAngle"": 165.18167260011714, ""leftKneeAngle"": 177.23498343268744, ""rightHipAngle"": 164.78492869101487, ""leftElbowAngle"": 18.47251841715817, ""rightKneeAngle"": 174.9714790748697, ""rightElbowAngle"": 8.298962373917806, ""leftShoulderAngle"": 78.42987555584567, ""rightShoulderAngle"": 55.661770393328496}"
"Squat","{""leftHipAngle"": 158.74047920921646, ""leftKneeAngle"": 166.2627594329183, ""rightHipAngle"": 155.62307597543247, ""leftElbowAngle"": 28.556656521745303, ""rightKneeAngle"": 160.81683750743414, ""rightElbowAngle"": 64.5427568141847, ""leftShoulderAngle"": 55.43666679658692, ""rightShoulderAngle"": 48.112013984043195}"
"Squat","{""leftHipAngle"": 145.34732845725702, ""leftKneeAngle"": 134.95081135409686, ""rightHipAngle"": 143.884907335273, ""leftElbowAngle"": 163.6248299002228, ""rightKneeAngle"": 128.3479024628073, ""rightElbowAngle"": 152.06254768406936, ""leftShoulderAngle"": 53.57266472234221, ""rightShoulderAngle"": 49.58783725263363}"
"Squat","{""leftHipAngle"": 134.11735064159183, ""leftKneeAngle"": 125.31294806478311, ""rightHipAngle"": 112.9949467772696, ""leftElbowAngle"": 170.54821965391525, ""rightKneeAngle"": 47.971728335461314, ""rightElbowAngle"": 162.28594993077144, ""leftShoulderAngle"": 47.9596569087838, ""rightShoulderAngle"": 48.57648798402877}"
"Squat","{""leftHipAngle"": 155.81216766259644, ""leftKneeAngle"": 150.97579074689833, ""rightHipAngle"": 129.15959705788654, ""leftElbowAngle"": 169.29495072289856, ""rightKneeAngle"": 127.8143352255072, ""rightElbowAngle"": 151.35350402643326, ""leftShoulderAngle"": 48.914295385428474, ""rightShoulderAngle"": 49.76500604862148}"
"Squat","{""leftHipAngle"": 157.55394604802268, ""leftKneeAngle"": 167.14023450275656, ""rightHipAngle"": 149.4176253917828, ""leftElbowAngle"": 128.86952893002493, ""rightKneeAngle"": 158.55636786714237, ""rightElbowAngle"": 165.8264024263241, ""leftShoulderAngle"": 51.80955790189754, ""rightShoulderAngle"": 37.71071863423583}"
"Squat","{""leftHipAngle"": 163.65336036272055, ""leftKneeAngle"": 179.56911316008248, ""rightHipAngle"": 162.5427298445367, ""leftElbowAngle"": 21.28118877004762, ""rightKneeAngle"": 171.77165058371835, ""rightElbowAngle"": 79.41546757303526, ""leftShoulderAngle"": 70.18748353220779, ""rightShoulderAngle"": 49.06409885501981}"
"Squat","{""leftHipAngle"": 165.37696456111595, ""leftKneeAngle"": 179.5378419663908, ""rightHipAngle"": 164.63864726832003, ""leftElbowAngle"": 19.71780259641716, ""rightKneeAngle"": 179.8822646775835, ""rightElbowAngle"": 23.537009229984456, ""leftShoulderAngle"": 79.07556316701309, ""rightShoulderAngle"": 52.19791118993077}"
"Squat","{""leftHipAngle"": 165.40913421360898, ""leftKneeAngle"": 179.27153517881806, ""rightHipAngle"": 166.38335945384358, ""leftElbowAngle"": 16.736604457379777, ""rightKneeAngle"": 173.42448774969242, ""rightElbowAngle"": 8.833782127286813, ""leftShoulderAngle"": 76.2328536675434, ""rightShoulderAngle"": 50.35191030337725}"
"Squat","{""leftHipAngle"": 166.00749499370284, ""leftKneeAngle"": 175.86854117492172, ""rightHipAngle"": 161.82525472688954, ""leftElbowAngle"": 16.21885306257154, ""rightKneeAngle"": 174.09679559792042, ""rightElbowAngle"": 8.760023410862818, ""leftShoulderAngle"": 78.14300074348075, ""rightShoulderAngle"": 53.453302408979305}"
"Squat","{""leftHipAngle"": 157.0324787684417, ""leftKneeAngle"": 163.192941053549, ""rightHipAngle"": 152.75720931605767, ""leftElbowAngle"": 170.46157107552253, ""rightKneeAngle"": 152.6602851733093, ""rightElbowAngle"": 76.32135497098689, ""leftShoulderAngle"": 45.90503213056446, ""rightShoulderAngle"": 47.640546622212675}"
"Squat","{""leftHipAngle"": 138.67823461827354, ""leftKneeAngle"": 132.25446843610166, ""rightHipAngle"": 126.73834935403946, ""leftElbowAngle"": 167.63446212233447, ""rightKneeAngle"": 106.8117386230923, ""rightElbowAngle"": 179.4488630539235, ""leftShoulderAngle"": 41.21990331109009, ""rightShoulderAngle"": 36.91684336704254}"
"Squat","{""leftHipAngle"": 114.27656868581256, ""leftKneeAngle"": 93.15590177208172, ""rightHipAngle"": 122.32722696960492, ""leftElbowAngle"": 171.59778955818928, ""rightKneeAngle"": 59.61807283330406, ""rightElbowAngle"": 160.69418871797703, ""leftShoulderAngle"": 42.256065245285185, ""rightShoulderAngle"": 41.26470026436203}"
"Squat","{""leftHipAngle"": 150.5687733148291, ""leftKneeAngle"": 138.44221166871887, ""rightHipAngle"": 143.7589893980006, ""leftElbowAngle"": 165.78252779840005, ""rightKneeAngle"": 156.6800229193141, ""rightElbowAngle"": 176.57238993368958, ""leftShoulderAngle"": 46.58907516248373, ""rightShoulderAngle"": 33.12643199924088}"
"Squat","{""leftHipAngle"": 158.05098921567782, ""leftKneeAngle"": 173.3613664285935, ""rightHipAngle"": 161.77847148587415, ""leftElbowAngle"": 21.005510221248873, ""rightKneeAngle"": 175.4558617858319, ""rightElbowAngle"": 22.2259936239525, ""leftShoulderAngle"": 66.35015089348256, ""rightShoulderAngle"": 41.86910517880714}"
"Squat","{""leftHipAngle"": 166.16933317330825, ""leftKneeAngle"": 179.79582854932062, ""rightHipAngle"": 164.1863717462409, ""leftElbowAngle"": 18.162556801500997, ""rightKneeAngle"": 177.81222100858218, ""rightElbowAngle"": 21.932654833528197, ""leftShoulderAngle"": 80.84320157253475, ""rightShoulderAngle"": 65.01561941128536}"
"Squat","{""leftHipAngle"": 165.09330340644522, ""leftKneeAngle"": 179.90270533243736, ""rightHipAngle"": 165.29928734978637, ""leftElbowAngle"": 9.983257610496931, ""rightKneeAngle"": 177.22979003151997, ""rightElbowAngle"": 0.10892721656034852, ""leftShoulderAngle"": 85.12092554903641, ""rightShoulderAngle"": 68.20577871755921}"
"Squat","{""leftHipAngle"": 165.78650310637175, ""leftKneeAngle"": 177.93712463380547, ""rightHipAngle"": 164.85799616934398, ""leftElbowAngle"": 15.458840032519923, ""rightKneeAngle"": 175.96697945913084, ""rightElbowAngle"": 16.273944825754466, ""leftShoulderAngle"": 81.60186122494774, ""rightShoulderAngle"": 57.870056666633985}"
"Squat","{""leftHipAngle"": 159.609667587447, ""leftKneeAngle"": 171.93949452906384, ""rightHipAngle"": 162.1214018141303, ""leftElbowAngle"": 32.50809787598284, ""rightKneeAngle"": 172.09829220084322, ""rightElbowAngle"": 84.20814767326051, ""leftShoulderAngle"": 65.42764003057259, ""rightShoulderAngle"": 49.03083018475402}"
"Squat","{""leftHipAngle"": 151.0584213005361, ""leftKneeAngle"": 143.99051558828438, ""rightHipAngle"": 144.41844081391054, ""leftElbowAngle"": 148.51863268409386, ""rightKneeAngle"": 142.9864200403429, ""rightElbowAngle"": 145.89876800404855, ""leftShoulderAngle"": 54.07352143152886, ""rightShoulderAngle"": 40.10367256264377}"
"Squat","{""leftHipAngle"": 124.03179344822638, ""leftKneeAngle"": 111.33699162111388, ""rightHipAngle"": 103.75599339945212, ""leftElbowAngle"": 173.50465875364986, ""rightKneeAngle"": 87.10338811199436, ""rightElbowAngle"": 164.7690877472577, ""leftShoulderAngle"": 42.19231174178722, ""rightShoulderAngle"": 40.95016142619267}"
"Squat","{""leftHipAngle"": 144.16989789940263, ""leftKneeAngle"": 114.28939533388925, ""rightHipAngle"": 127.8969053178815, ""leftElbowAngle"": 177.73722828701904, ""rightKneeAngle"": 80.92184197448994, ""rightElbowAngle"": 175.25319177760562, ""leftShoulderAngle"": 42.13053434871958, ""rightShoulderAngle"": 33.22664803534596}"
"Squat","{""leftHipAngle"": 154.22695747614242, ""leftKneeAngle"": 155.64433434466798, ""rightHipAngle"": 151.8752010392594, ""leftElbowAngle"": 157.84059131222824, ""rightKneeAngle"": 162.14835668789323, ""rightElbowAngle"": 103.38953045478276, ""leftShoulderAngle"": 53.61902315888872, ""rightShoulderAngle"": 46.247018744326745}"
"Squat","{""leftHipAngle"": 161.01241280589122, ""leftKneeAngle"": 176.12397853736425, ""rightHipAngle"": 164.12488908840615, ""leftElbowAngle"": 25.09999412434627, ""rightKneeAngle"": 175.5006276068279, ""rightElbowAngle"": 45.152194184483065, ""leftShoulderAngle"": 65.60086559779695, ""rightShoulderAngle"": 52.52439692313256}"
"Squat","{""leftHipAngle"": 166.66261062057544, ""leftKneeAngle"": 179.36513314645435, ""rightHipAngle"": 165.1611730270743, ""leftElbowAngle"": 14.415688837895877, ""rightKneeAngle"": 177.97460358184827, ""rightElbowAngle"": 13.782141529251437, ""leftShoulderAngle"": 81.78057136822842, ""rightShoulderAngle"": 65.39402218840395}"
"Squat","{""leftHipAngle"": 165.13568862332667, ""leftKneeAngle"": 178.31350366189588, ""rightHipAngle"": 167.17653876301569, ""leftElbowAngle"": 9.303444908715502, ""rightKneeAngle"": 179.0057531028803, ""rightElbowAngle"": 49.45512822438876, ""leftShoulderAngle"": 91.47866838126473, ""rightShoulderAngle"": 36.328666233857035}"
"Squat","{""leftHipAngle"": 163.58435481439133, ""leftKneeAngle"": 179.8032109407893, ""rightHipAngle"": 163.77093439210122, ""leftElbowAngle"": 14.453698498207462, ""rightKneeAngle"": 175.81548519150215, ""rightElbowAngle"": 20.366050496370477, ""leftShoulderAngle"": 80.91231906838117, ""rightShoulderAngle"": 66.62782697946162}"
"Squat","{""leftHipAngle"": 157.13923208710227, ""leftKneeAngle"": 162.60993353101784, ""rightHipAngle"": 154.436813350894, ""leftElbowAngle"": 20.120873959267826, ""rightKneeAngle"": 154.07178442838466, ""rightElbowAngle"": 81.77589386396122, ""leftShoulderAngle"": 68.2235192708669, ""rightShoulderAngle"": 50.43430241567647}"
"Squat","{""leftHipAngle"": 144.169961928029, ""leftKneeAngle"": 132.15612562150974, ""rightHipAngle"": 145.07130965582644, ""leftElbowAngle"": 166.88930394963336, ""rightKneeAngle"": 130.60068316485214, ""rightElbowAngle"": 130.8084747090003, ""leftShoulderAngle"": 58.66898634416924, ""rightShoulderAngle"": 50.5087649115069}"
"Squat","{""leftHipAngle"": 119.13236451776132, ""leftKneeAngle"": 103.44037525055217, ""rightHipAngle"": 122.22422495215562, ""leftElbowAngle"": 171.9148226813274, ""rightKneeAngle"": 65.78340139121094, ""rightElbowAngle"": 152.05492957292648, ""leftShoulderAngle"": 50.75253763156899, ""rightShoulderAngle"": 47.76734630118837}"
"Squat","{""leftHipAngle"": 140.7316924942707, ""leftKneeAngle"": 124.26271504297836, ""rightHipAngle"": 125.96125197355028, ""leftElbowAngle"": 169.6903940309087, ""rightKneeAngle"": 107.2413240387832, ""rightElbowAngle"": 169.60610800350412, ""leftShoulderAngle"": 47.182095664779666, ""rightShoulderAngle"": 44.766878440062854}"
"Squat","{""leftHipAngle"": 156.78030438915866, ""leftKneeAngle"": 167.25472756619163, ""rightHipAngle"": 153.98134036519227, ""leftElbowAngle"": 85.70447805891342, ""rightKneeAngle"": 154.95485749759112, ""rightElbowAngle"": 11.608583269008678, ""leftShoulderAngle"": 56.69071189400914, ""rightShoulderAngle"": 44.548829511549094}"
"Squat","{""leftHipAngle"": 164.86045662942948, ""leftKneeAngle"": 179.5233829532266, ""rightHipAngle"": 161.35661267196932, ""leftElbowAngle"": 17.936305675602433, ""rightKneeAngle"": 172.94919682772425, ""rightElbowAngle"": 44.75894916695261, ""leftShoulderAngle"": 80.49827488410676, ""rightShoulderAngle"": 52.90599515361109}"
"Squat","{""leftHipAngle"": 164.83383522781585, ""leftKneeAngle"": 178.59742689275834, ""rightHipAngle"": 165.48617763249783, ""leftElbowAngle"": 11.718065914549925, ""rightKneeAngle"": 179.96474909894872, ""rightElbowAngle"": 15.90827696306954, ""leftShoulderAngle"": 92.50709535500482, ""rightShoulderAngle"": 65.42360896373683}"
"Squat","{""leftHipAngle"": 166.011106809578, ""leftKneeAngle"": 179.7892209428578, ""rightHipAngle"": 164.44493855813406, ""leftElbowAngle"": 7.597089959749502, ""rightKneeAngle"": 176.9885473425307, ""rightElbowAngle"": 6.3567710051684445, ""leftShoulderAngle"": 88.53096581814009, ""rightShoulderAngle"": 64.26922389071218}"
"Squat","{""leftHipAngle"": 164.73637874679676, ""leftKneeAngle"": 177.8647496262056, ""rightHipAngle"": 164.99150809102582, ""leftElbowAngle"": 15.53125128244263, ""rightKneeAngle"": 175.3582387498002, ""rightElbowAngle"": 4.079535285638158, ""leftShoulderAngle"": 81.19192333690305, ""rightShoulderAngle"": 64.43953299525526}"
"Squat","{""leftHipAngle"": 154.81354594217822, ""leftKneeAngle"": 161.3038065262124, ""rightHipAngle"": 150.0745780066377, ""leftElbowAngle"": 31.710343052349735, ""rightKneeAngle"": 148.57377508180286, ""rightElbowAngle"": 80.1615444637957, ""leftShoulderAngle"": 66.75177216479808, ""rightShoulderAngle"": 63.421387718317064}"
