"exercise_label","features"
"Lateral Raise","{""leftHipAngle"": 169.7044686821403, ""leftKneeAngle"": 166.2273982253785, ""rightHipAngle"": 177.03836413881265, ""leftElbowAngle"": 108.53648759974632, ""rightKneeAngle"": 164.99272301952635, ""rightElbowAngle"": 132.75178556872353, ""leftShoulderAngle"": 6.100224599552265, ""rightShoulderAngle"": 40.57323958742251}"
"Lateral Raise","{""leftHipAngle"": 165.26532918544714, ""leftKneeAngle"": 169.0424287334061, ""rightHipAngle"": 174.4457084849218, ""leftElbowAngle"": 112.71789082016514, ""rightKneeAngle"": 155.15615241477036, ""rightElbowAngle"": 131.07704649966095, ""leftShoulderAngle"": 5.27870514727118, ""rightShoulderAngle"": 14.948098964543622}"
"Lateral Raise","{""leftHipAngle"": 161.94853873353503, ""leftKneeAngle"": 171.3281851611155, ""rightHipAngle"": 178.58317047798118, ""leftElbowAngle"": 114.4236850436655, ""rightKneeAngle"": 157.14974827166137, ""rightElbowAngle"": 128.5544581255512, ""leftShoulderAngle"": 4.795618002525165, ""rightShoulderAngle"": 11.666900350345893}"
"Lateral Raise","{""leftHipAngle"": 163.8375581732315, ""leftKneeAngle"": 170.1525861204582, ""rightHipAngle"": 173.38698473018428, ""leftElbowAngle"": 116.45272954551908, ""rightKneeAngle"": 155.91551907916775, ""rightElbowAngle"": 121.05503317209298, ""leftShoulderAngle"": 8.539752474154676, ""rightShoulderAngle"": 7.853559942990224}"
"Lateral Raise","{""leftHipAngle"": 161.6537901180142, ""leftKneeAngle"": 172.80485885900825, ""rightHipAngle"": 178.9125575089788, ""leftElbowAngle"": 112.62619496718676, ""rightKneeAngle"": 155.51749057148052, ""rightElbowAngle"": 125.6536196722802, ""leftShoulderAngle"": 5.444405911713473, ""rightShoulderAngle"": 14.472560087497374}"
"Lateral Raise","{""leftHipAngle"": 163.99017521642386, ""leftKneeAngle"": 169.7151980232378, ""rightHipAngle"": 177.14962032362448, ""leftElbowAngle"": 105.9626495885676, ""rightKneeAngle"": 166.8415254094648, ""rightElbowAngle"": 133.45715014770627, ""leftShoulderAngle"": 1.3189512171694509, ""rightShoulderAngle"": 37.2104327080721}"
"Lateral Raise","{""leftHipAngle"": 163.7006892386991, ""leftKneeAngle"": 171.30120999576909, ""rightHipAngle"": 174.6485854621514, ""leftElbowAngle"": 124.73148139766332, ""rightKneeAngle"": 153.96523471396264, ""rightElbowAngle"": 154.0060140656784, ""leftShoulderAngle"": 35.52975607550664, ""rightShoulderAngle"": 62.54844055521085}"
"Lateral Raise","{""leftHipAngle"": 176.9926236968511, ""leftKneeAngle"": 166.61545343127847, ""rightHipAngle"": 159.67268528170757, ""leftElbowAngle"": 43.15159664700181, ""rightKneeAngle"": 141.82981199699898, ""rightElbowAngle"": 153.6659992076139, ""leftShoulderAngle"": 33.82272712226941, ""rightShoulderAngle"": 77.4256477495543}"
"Lateral Raise","{""leftHipAngle"": 173.86978623761863, ""leftKneeAngle"": 168.87334276756852, ""rightHipAngle"": 165.2479274874075, ""leftElbowAngle"": 98.97558547354718, ""rightKneeAngle"": 149.07140428260752, ""rightElbowAngle"": 157.7825635074924, ""leftShoulderAngle"": 16.33642325127058, ""rightShoulderAngle"": 79.68737002978284}"
"Lateral Raise","{""leftHipAngle"": 163.39047151263358, ""leftKneeAngle"": 172.38678318282157, ""rightHipAngle"": 172.91803764860538, ""leftElbowAngle"": 94.66775177291834, ""rightKneeAngle"": 151.46492852654796, ""rightElbowAngle"": 135.98465153323667, ""leftShoulderAngle"": 4.577183213372207, ""rightShoulderAngle"": 45.879173255219214}"
"Lateral Raise","{""leftHipAngle"": 162.6440790391053, ""leftKneeAngle"": 170.82282593000693, ""rightHipAngle"": 176.77976786520725, ""leftElbowAngle"": 115.2435215524992, ""rightKneeAngle"": 156.7309058760269, ""rightElbowAngle"": 126.57050240745043, ""leftShoulderAngle"": 9.965115548859442, ""rightShoulderAngle"": 26.484745364434296}"
"Lateral Raise","{""leftHipAngle"": 161.7265975330272, ""leftKneeAngle"": 172.56588520089983, ""rightHipAngle"": 175.775369921289, ""leftElbowAngle"": 111.16863364968232, ""rightKneeAngle"": 160.85343582065718, ""rightElbowAngle"": 121.4403485913495, ""leftShoulderAngle"": 4.645859134000525, ""rightShoulderAngle"": 9.229295845285176}"
"Lateral Raise","{""leftHipAngle"": 160.46115054852658, ""leftKneeAngle"": 173.8924149917313, ""rightHipAngle"": 178.0251037850022, ""leftElbowAngle"": 116.49563677078044, ""rightKneeAngle"": 166.87171866101826, ""rightElbowAngle"": 123.38362563780088, ""leftShoulderAngle"": 6.977831078080858, ""rightShoulderAngle"": 3.509158036838802}"
"Lateral Raise","{""leftHipAngle"": 162.2861200093717, ""leftKneeAngle"": 173.73663179044453, ""rightHipAngle"": 179.30457567608545, ""leftElbowAngle"": 115.05352046923494, ""rightKneeAngle"": 166.91178002517532, ""rightElbowAngle"": 118.63524858896936, ""leftShoulderAngle"": 7.7157038079316465, ""rightShoulderAngle"": 4.4603680469576785}"
"Lateral Raise","{""leftHipAngle"": 163.0700089514623, ""leftKneeAngle"": 172.26265731468064, ""rightHipAngle"": 178.78171853079488, ""leftElbowAngle"": 112.73171069573932, ""rightKneeAngle"": 167.10996593884573, ""rightElbowAngle"": 117.10333270595184, ""leftShoulderAngle"": 5.944396793087482, ""rightShoulderAngle"": 6.9326493271123955}"
"Lateral Raise","{""leftHipAngle"": 162.86653584010622, ""leftKneeAngle"": 173.7513071481809, ""rightHipAngle"": 178.37738649477788, ""leftElbowAngle"": 113.11343397326708, ""rightKneeAngle"": 158.1077534884693, ""rightElbowAngle"": 131.2465895264839, ""leftShoulderAngle"": 6.1636288618574255, ""rightShoulderAngle"": 26.388213480954978}"
"Lateral Raise","{""leftHipAngle"": 163.55170869698458, ""leftKneeAngle"": 175.72264842985268, ""rightHipAngle"": 175.91400372705226, ""leftElbowAngle"": 92.32235705801594, ""rightKneeAngle"": 152.5249023552188, ""rightElbowAngle"": 143.43734404672747, ""leftShoulderAngle"": 8.506246134819982, ""rightShoulderAngle"": 50.78705632607645}"
"Lateral Raise","{""leftHipAngle"": 175.66366468714722, ""leftKneeAngle"": 169.97072873039218, ""rightHipAngle"": 159.17813208093372, ""leftElbowAngle"": 37.89721037118174, ""rightKneeAngle"": 145.97144696284002, ""rightElbowAngle"": 158.60420114650415, ""leftShoulderAngle"": 43.99125116408868, ""rightShoulderAngle"": 82.18566818854462}"
"Lateral Raise","{""leftHipAngle"": 175.58168258254852, ""leftKneeAngle"": 170.08764771660577, ""rightHipAngle"": 159.22724930129763, ""leftElbowAngle"": 74.83466544876383, ""rightKneeAngle"": 131.88472074276896, ""rightElbowAngle"": 154.43276712871045, ""leftShoulderAngle"": 8.320144372406377, ""rightShoulderAngle"": 78.41680193910119}"
"Lateral Raise","{""leftHipAngle"": 171.845764353008, ""leftKneeAngle"": 171.4683972497926, ""rightHipAngle"": 152.4928118600495, ""leftElbowAngle"": 112.2909876627122, ""rightKneeAngle"": 118.6155789185104, ""rightElbowAngle"": 145.66293744511114, ""leftShoulderAngle"": 27.153403821869784, ""rightShoulderAngle"": 54.82259441547881}"
"Lateral Raise","{""leftHipAngle"": 164.29574906554114, ""leftKneeAngle"": 172.50030238754923, ""rightHipAngle"": 179.31769110548714, ""leftElbowAngle"": 109.22247064048634, ""rightKneeAngle"": 165.37112951889992, ""rightElbowAngle"": 123.47695178295106, ""leftShoulderAngle"": 7.722247743788648, ""rightShoulderAngle"": 22.62084075633012}"
"Lateral Raise","{""leftHipAngle"": 163.54778900254252, ""leftKneeAngle"": 174.15257624950908, ""rightHipAngle"": 177.25009006597668, ""leftElbowAngle"": 106.8080796679876, ""rightKneeAngle"": 166.0223853084021, ""rightElbowAngle"": 116.91635648920156, ""leftShoulderAngle"": 4.25962359289118, ""rightShoulderAngle"": 7.741474038218617}"
"Lateral Raise","{""leftHipAngle"": 161.0508672226232, ""leftKneeAngle"": 176.1085805125325, ""rightHipAngle"": 175.66283377761488, ""leftElbowAngle"": 114.85648637722568, ""rightKneeAngle"": 169.03469291953496, ""rightElbowAngle"": 125.54934770763292, ""leftShoulderAngle"": 6.887271798018549, ""rightShoulderAngle"": 7.991748747973579}"
"Lateral Raise","{""leftHipAngle"": 162.81628452258886, ""leftKneeAngle"": 175.15180728465648, ""rightHipAngle"": 176.98145755905267, ""leftElbowAngle"": 116.7427609901165, ""rightKneeAngle"": 166.7283108882177, ""rightElbowAngle"": 121.4321129238004, ""leftShoulderAngle"": 9.245397621038228, ""rightShoulderAngle"": 8.160437426569251}"
"Lateral Raise","{""leftHipAngle"": 161.09834639356893, ""leftKneeAngle"": 175.86021934495915, ""rightHipAngle"": 176.28076314800683, ""leftElbowAngle"": 114.84298346803988, ""rightKneeAngle"": 167.77996047660284, ""rightElbowAngle"": 119.51669867090664, ""leftShoulderAngle"": 7.219666656588682, ""rightShoulderAngle"": 6.513708153172964}"
"Lateral Raise","{""leftHipAngle"": 161.6378852989476, ""leftKneeAngle"": 177.24144310491135, ""rightHipAngle"": 176.15251698718492, ""leftElbowAngle"": 112.19902195980848, ""rightKneeAngle"": 156.0455546894827, ""rightElbowAngle"": 126.9128574582547, ""leftShoulderAngle"": 6.7771805714732025, ""rightShoulderAngle"": 10.540051616377456}"
"Lateral Raise","{""leftHipAngle"": 164.35517617717863, ""leftKneeAngle"": 171.3239742186039, ""rightHipAngle"": 177.87280806100182, ""leftElbowAngle"": 106.68595207723894, ""rightKneeAngle"": 166.29493550452008, ""rightElbowAngle"": 129.9505136383093, ""leftShoulderAngle"": 0.4374238462264308, ""rightShoulderAngle"": 26.276864013470806}"
"Lateral Raise","{""leftHipAngle"": 164.7637452749767, ""leftKneeAngle"": 173.87520142987827, ""rightHipAngle"": 174.81636232332892, ""leftElbowAngle"": 93.17696239009857, ""rightKneeAngle"": 160.46612577181577, ""rightElbowAngle"": 135.91355153182587, ""leftShoulderAngle"": 4.478552050805571, ""rightShoulderAngle"": 46.567537664233946}"
"Lateral Raise","{""leftHipAngle"": 163.9354266687718, ""leftKneeAngle"": 175.3029716421634, ""rightHipAngle"": 176.99146085874995, ""leftElbowAngle"": 128.45858418477144, ""rightKneeAngle"": 161.41725985117873, ""rightElbowAngle"": 163.82981503654204, ""leftShoulderAngle"": 40.12960044644285, ""rightShoulderAngle"": 75.14938741297378}"
"Lateral Raise","{""leftHipAngle"": 176.92943666112626, ""leftKneeAngle"": 168.3799414080601, ""rightHipAngle"": 167.99921162764227, ""leftElbowAngle"": 130.67385186986715, ""rightKneeAngle"": 132.82227459745664, ""rightElbowAngle"": 162.9607024033085, ""leftShoulderAngle"": 53.09277632817996, ""rightShoulderAngle"": 83.64308584010571}"
"Lateral Raise","{""leftHipAngle"": 165.68542739352117, ""leftKneeAngle"": 177.26661921989762, ""rightHipAngle"": 172.8349395154484, ""leftElbowAngle"": 125.10735469144592, ""rightKneeAngle"": 159.43061434877438, ""rightElbowAngle"": 160.22238645574765, ""leftShoulderAngle"": 44.14309197536045, ""rightShoulderAngle"": 78.37497411694562}"
"Lateral Raise","{""leftHipAngle"": 163.68167119925283, ""leftKneeAngle"": 176.09679724703153, ""rightHipAngle"": 177.66580868923552, ""leftElbowAngle"": 89.8898070276234, ""rightKneeAngle"": 164.4519324230435, ""rightElbowAngle"": 135.60695876636453, ""leftShoulderAngle"": 6.2180362449191495, ""rightShoulderAngle"": 48.1707998206909}"
"Lateral Raise","{""leftHipAngle"": 164.33543613145054, ""leftKneeAngle"": 173.67562868438233, ""rightHipAngle"": 179.09641263282637, ""leftElbowAngle"": 116.51751666175132, ""rightKneeAngle"": 162.37264137452954, ""rightElbowAngle"": 128.47393020589843, ""leftShoulderAngle"": 10.624612204416838, ""rightShoulderAngle"": 28.20603899001826}"
"Lateral Raise","{""leftHipAngle"": 162.0876071883144, ""leftKneeAngle"": 174.45553209225187, ""rightHipAngle"": 178.88393400506374, ""leftElbowAngle"": 111.80332148453432, ""rightKneeAngle"": 165.77972839408787, ""rightElbowAngle"": 123.99496527732568, ""leftShoulderAngle"": 5.007500043515656, ""rightShoulderAngle"": 10.671097432396724}"
"Lateral Raise","{""leftHipAngle"": 162.5780855962534, ""leftKneeAngle"": 176.80930932028593, ""rightHipAngle"": 179.82186505833545, ""leftElbowAngle"": 108.27892549762194, ""rightKneeAngle"": 165.10604267759476, ""rightElbowAngle"": 114.47383223854044, ""leftShoulderAngle"": 4.288340776579117, ""rightShoulderAngle"": 2.1749330234117648}"
"Lateral Raise","{""leftHipAngle"": 160.3295309299515, ""leftKneeAngle"": 177.35519351666494, ""rightHipAngle"": 178.75168984697982, ""leftElbowAngle"": 108.36045810429044, ""rightKneeAngle"": 161.43644497011485, ""rightElbowAngle"": 118.218346511778, ""leftShoulderAngle"": 3.1245793358873732, ""rightShoulderAngle"": 4.551401099553222}"
"Lateral Raise","{""leftHipAngle"": 163.38579516603113, ""leftKneeAngle"": 174.4919683099652, ""rightHipAngle"": 179.4802439710138, ""leftElbowAngle"": 109.38798215983176, ""rightKneeAngle"": 172.9321376005727, ""rightElbowAngle"": 112.95809883998469, ""leftShoulderAngle"": 3.9402818481406814, ""rightShoulderAngle"": 2.5112456111551804}"
"Lateral Raise","{""leftHipAngle"": 162.9370973524711, ""leftKneeAngle"": 174.96972942852315, ""rightHipAngle"": 178.5609759251173, ""leftElbowAngle"": 102.46926708170923, ""rightKneeAngle"": 160.54227394798178, ""rightElbowAngle"": 120.85653619088949, ""leftShoulderAngle"": 2.276813360037764, ""rightShoulderAngle"": 8.047248113282457}"
"Lateral Raise","{""leftHipAngle"": 166.1659408387508, ""leftKneeAngle"": 171.20244784919234, ""rightHipAngle"": 174.26747087238184, ""leftElbowAngle"": 98.86000679204376, ""rightKneeAngle"": 157.8900979342032, ""rightElbowAngle"": 128.3377020143817, ""leftShoulderAngle"": 3.880906024528204, ""rightShoulderAngle"": 37.30613746945475}"
"Lateral Raise","{""leftHipAngle"": 166.41157235295472, ""leftKneeAngle"": 172.3516123065426, ""rightHipAngle"": 171.21369976777524, ""leftElbowAngle"": 120.51209597405148, ""rightKneeAngle"": 154.33613618611278, ""rightElbowAngle"": 162.96997122734322, ""leftShoulderAngle"": 33.46160762595689, ""rightShoulderAngle"": 79.24577499066903}"
"Lateral Raise","{""leftHipAngle"": 179.16521502425215, ""leftKneeAngle"": 163.90832281575976, ""rightHipAngle"": 171.75224055501312, ""leftElbowAngle"": 32.04620568172854, ""rightKneeAngle"": 139.6245298471401, ""rightElbowAngle"": 154.46694598498678, ""leftShoulderAngle"": 42.591495130116, ""rightShoulderAngle"": 78.37816257534085}"
"Lateral Raise","{""leftHipAngle"": 164.9719838099334, ""leftKneeAngle"": 172.26940499153443, ""rightHipAngle"": 177.2303589897794, ""leftElbowAngle"": 106.74055369096268, ""rightKneeAngle"": 169.77610103164952, ""rightElbowAngle"": 154.10227830253618, ""leftShoulderAngle"": 22.85354320027816, ""rightShoulderAngle"": 74.15847298719953}"
"Lateral Raise","{""leftHipAngle"": 167.28885410992888, ""leftKneeAngle"": 170.93541987334777, ""rightHipAngle"": 175.81911209460935, ""leftElbowAngle"": 87.11267544042741, ""rightKneeAngle"": 162.15052594695234, ""rightElbowAngle"": 126.44933678259262, ""leftShoulderAngle"": 10.265111986706437, ""rightShoulderAngle"": 44.750800933859054}"
"Lateral Raise","{""leftHipAngle"": 164.14501376399673, ""leftKneeAngle"": 172.6839482814951, ""rightHipAngle"": 176.68736448638353, ""leftElbowAngle"": 112.09398007838392, ""rightKneeAngle"": 158.27380575779813, ""rightElbowAngle"": 121.38359083382645, ""leftShoulderAngle"": 8.555295522019515, ""rightShoulderAngle"": 17.96692875785335}"
"Lateral Raise","{""leftHipAngle"": 163.7669192741345, ""leftKneeAngle"": 171.19781094525146, ""rightHipAngle"": 177.056165730966, ""leftElbowAngle"": 107.4812385342521, ""rightKneeAngle"": 178.87853545934877, ""rightElbowAngle"": 110.91615385894984, ""leftShoulderAngle"": 4.4348106749177525, ""rightShoulderAngle"": 4.948838289706633}"
"Lateral Raise","{""leftHipAngle"": 162.6719351751567, ""leftKneeAngle"": 173.38627506314452, ""rightHipAngle"": 175.7128832080771, ""leftElbowAngle"": 104.66228874913196, ""rightKneeAngle"": 164.27310562710153, ""rightElbowAngle"": 108.4550904607411, ""leftShoulderAngle"": 1.6305014319727684, ""rightShoulderAngle"": 2.176097559874953}"
"Lateral Raise","{""leftHipAngle"": 163.6555878860332, ""leftKneeAngle"": 170.2219231386106, ""rightHipAngle"": 177.58973178413476, ""leftElbowAngle"": 106.71404861271417, ""rightKneeAngle"": 166.97940189918452, ""rightElbowAngle"": 111.18261278496855, ""leftShoulderAngle"": 2.172349619120355, ""rightShoulderAngle"": 1.9560161955538249}"
"Lateral Raise","{""leftHipAngle"": 161.4183485068794, ""leftKneeAngle"": 174.6274663728527, ""rightHipAngle"": 178.9481180947292, ""leftElbowAngle"": 108.49545830488864, ""rightKneeAngle"": 165.241562938949, ""rightElbowAngle"": 115.66425023690346, ""leftShoulderAngle"": 0.7444038198508399, ""rightShoulderAngle"": 3.363918224917724}"
"Lateral Raise","{""leftHipAngle"": 163.41817453186206, ""leftKneeAngle"": 170.60362128627324, ""rightHipAngle"": 178.8145100009198, ""leftElbowAngle"": 109.50018054198938, ""rightKneeAngle"": 173.97442377322687, ""rightElbowAngle"": 124.21740081672928, ""leftShoulderAngle"": 0.06529586680956138, ""rightShoulderAngle"": 15.543739971820315}"
"Lateral Raise","{""leftHipAngle"": 166.39956679909042, ""leftKneeAngle"": 169.88795743946105, ""rightHipAngle"": 178.57844444096654, ""leftElbowAngle"": 89.77445295487446, ""rightKneeAngle"": 164.07940049611304, ""rightElbowAngle"": 125.42894574574017, ""leftShoulderAngle"": 10.382988346542346, ""rightShoulderAngle"": 38.97535130381274}"
"Lateral Raise","{""leftHipAngle"": 167.01957070187, ""leftKneeAngle"": 170.9787934430799, ""rightHipAngle"": 176.4442934566586, ""leftElbowAngle"": 67.50711080748299, ""rightKneeAngle"": 164.3818297038588, ""rightElbowAngle"": 149.86793800102132, ""leftShoulderAngle"": 21.40997613414012, ""rightShoulderAngle"": 63.41792960269923}"
"Lateral Raise","{""leftHipAngle"": 170.22102449870184, ""leftKneeAngle"": 167.11084676708347, ""rightHipAngle"": 174.03261087617122, ""leftElbowAngle"": 3.00196971511443, ""rightKneeAngle"": 152.5460148226816, ""rightElbowAngle"": 150.06154395505084, ""leftShoulderAngle"": 76.83066013301699, ""rightShoulderAngle"": 73.75945057199804}"
"Lateral Raise","{""leftHipAngle"": 166.9091547231426, ""leftKneeAngle"": 171.42810645594392, ""rightHipAngle"": 169.33711012347982, ""leftElbowAngle"": 69.67438740856534, ""rightKneeAngle"": 153.43715301527914, ""rightElbowAngle"": 147.80251084022035, ""leftShoulderAngle"": 20.685754903295827, ""rightShoulderAngle"": 67.36707322812921}"
"Lateral Raise","{""leftHipAngle"": 166.90015367741134, ""leftKneeAngle"": 165.1908844092511, ""rightHipAngle"": 177.28702656245983, ""leftElbowAngle"": 99.8798947355003, ""rightKneeAngle"": 160.48268419393574, ""rightElbowAngle"": 121.45742673697694, ""leftShoulderAngle"": 0.9769343442739676, ""rightShoulderAngle"": 34.30778780450518}"
"Lateral Raise","{""leftHipAngle"": 177.87933111335064, ""leftKneeAngle"": 153.37003096581344, ""rightHipAngle"": 179.16410878013278, ""leftElbowAngle"": 108.1142193470404, ""rightKneeAngle"": 159.60959391535476, ""rightElbowAngle"": 128.5792496725345, ""leftShoulderAngle"": 4.643368197074853, ""rightShoulderAngle"": 23.497943841761835}"
"Lateral Raise","{""leftHipAngle"": 179.29059224842354, ""leftKneeAngle"": 164.1958710492586, ""rightHipAngle"": 169.67509041054214, ""leftElbowAngle"": 106.21294048362456, ""rightKneeAngle"": 157.15809797120795, ""rightElbowAngle"": 122.17146525598116, ""leftShoulderAngle"": 2.905279560276596, ""rightShoulderAngle"": 11.094775105392843}"
"Lateral Raise","{""leftHipAngle"": 173.31634410499336, ""leftKneeAngle"": 167.07926590394436, ""rightHipAngle"": 171.5364642669437, ""leftElbowAngle"": 107.29158500360084, ""rightKneeAngle"": 157.79460061663616, ""rightElbowAngle"": 115.86258154540798, ""leftShoulderAngle"": 2.1456288626384716, ""rightShoulderAngle"": 3.22758127280001}"
"Lateral Raise","{""leftHipAngle"": 174.39525181621386, ""leftKneeAngle"": 156.36972939157002, ""rightHipAngle"": 178.64170661976544, ""leftElbowAngle"": 109.29694584401092, ""rightKneeAngle"": 164.0844876583187, ""rightElbowAngle"": 124.67689674293902, ""leftShoulderAngle"": 3.5811171510053783, ""rightShoulderAngle"": 10.33045350090524}"
"Lateral Raise","{""leftHipAngle"": 168.00046429374055, ""leftKneeAngle"": 161.98883751816356, ""rightHipAngle"": 175.15558687382213, ""leftElbowAngle"": 102.18346596793332, ""rightKneeAngle"": 165.73576240134767, ""rightElbowAngle"": 107.96493457359573, ""leftShoulderAngle"": 1.070530085212893, ""rightShoulderAngle"": 0.46086137183708736}"
"Lateral Raise","{""leftHipAngle"": 174.49177524580935, ""leftKneeAngle"": 162.7342664768054, ""rightHipAngle"": 178.30926305719893, ""leftElbowAngle"": 103.9989481918666, ""rightKneeAngle"": 162.92714985708915, ""rightElbowAngle"": 124.6066374436416, ""leftShoulderAngle"": 0.7778392685981171, ""rightShoulderAngle"": 16.697451289380176}"
"Lateral Raise","{""leftHipAngle"": 175.83902975996205, ""leftKneeAngle"": 162.13365241949757, ""rightHipAngle"": 176.29150215855063, ""leftElbowAngle"": 126.27400204665256, ""rightKneeAngle"": 166.68600188833094, ""rightElbowAngle"": 140.82145871252987, ""leftShoulderAngle"": 33.25951946765624, ""rightShoulderAngle"": 51.25497792514505}"
"Lateral Raise","{""leftHipAngle"": 145.67623685502113, ""leftKneeAngle"": 151.69844931937206, ""rightHipAngle"": 146.18047744045035, ""leftElbowAngle"": 145.24205480221593, ""rightKneeAngle"": 144.37118166556613, ""rightElbowAngle"": 158.7139782864721, ""leftShoulderAngle"": 83.53561618617795, ""rightShoulderAngle"": 92.23768971429811}"
"Lateral Raise","{""leftHipAngle"": 152.40434456965755, ""leftKneeAngle"": 154.74013242453657, ""rightHipAngle"": 151.44957642419814, ""leftElbowAngle"": 137.93060092823927, ""rightKneeAngle"": 139.82234494692906, ""rightElbowAngle"": 154.84437618239596, ""leftShoulderAngle"": 75.60893961807241, ""rightShoulderAngle"": 88.10295037240041}"
"Lateral Raise","{""leftHipAngle"": 170.96924531968978, ""leftKneeAngle"": 161.60267006915726, ""rightHipAngle"": 174.8861936865028, ""leftElbowAngle"": 108.38546711181624, ""rightKneeAngle"": 161.97820952834147, ""rightElbowAngle"": 109.09789414792046, ""leftShoulderAngle"": 28.321984477927806, ""rightShoulderAngle"": 37.39842943607014}"
"Lateral Raise","{""leftHipAngle"": 174.38206294925504, ""leftKneeAngle"": 161.3014409244445, ""rightHipAngle"": 178.29195348383735, ""leftElbowAngle"": 102.86827037750516, ""rightKneeAngle"": 171.33500763069, ""rightElbowAngle"": 98.5403925262093, ""leftShoulderAngle"": 13.375477728750338, ""rightShoulderAngle"": 18.26810713512368}"
"Lateral Raise","{""leftHipAngle"": 170.59397783556534, ""leftKneeAngle"": 167.66436577277017, ""rightHipAngle"": 175.6649029813722, ""leftElbowAngle"": 103.72407545765412, ""rightKneeAngle"": 166.54771539933964, ""rightElbowAngle"": 106.74954018548236, ""leftShoulderAngle"": 6.059125037336727, ""rightShoulderAngle"": 2.268840094642638}"
"Lateral Raise","{""leftHipAngle"": 172.62262186142502, ""leftKneeAngle"": 162.08138942084926, ""rightHipAngle"": 177.25611863097146, ""leftElbowAngle"": 101.68387842156471, ""rightKneeAngle"": 164.65923380551428, ""rightElbowAngle"": 110.11966119187512, ""leftShoulderAngle"": 3.971497385521672, ""rightShoulderAngle"": 4.202762490977912}"
"Lateral Raise","{""leftHipAngle"": 172.1359526814049, ""leftKneeAngle"": 164.70542137460987, ""rightHipAngle"": 177.15273796030547, ""leftElbowAngle"": 108.64686961771838, ""rightKneeAngle"": 161.85199123473805, ""rightElbowAngle"": 102.25950176380944, ""leftShoulderAngle"": 8.631054128896817, ""rightShoulderAngle"": 1.977986610365178}"
"Lateral Raise","{""leftHipAngle"": 171.17781527403636, ""leftKneeAngle"": 161.4943463908021, ""rightHipAngle"": 177.00686833257862, ""leftElbowAngle"": 102.90716161782647, ""rightKneeAngle"": 161.03966835442688, ""rightElbowAngle"": 111.56546455997568, ""leftShoulderAngle"": 2.769199460724039, ""rightShoulderAngle"": 2.257907611177378}"
"Lateral Raise","{""leftHipAngle"": 176.54084280407676, ""leftKneeAngle"": 160.88445722786355, ""rightHipAngle"": 178.01740900490245, ""leftElbowAngle"": 107.0026713890399, ""rightKneeAngle"": 155.18000202919737, ""rightElbowAngle"": 110.03127656764596, ""leftShoulderAngle"": 8.776435748467517, ""rightShoulderAngle"": 11.285172816185218}"
"Lateral Raise","{""leftHipAngle"": 172.9549441827573, ""leftKneeAngle"": 163.23825982245188, ""rightHipAngle"": 179.90994627958963, ""leftElbowAngle"": 120.8851604703982, ""rightKneeAngle"": 151.5529702701008, ""rightElbowAngle"": 132.28367458147954, ""leftShoulderAngle"": 29.06810690874628, ""rightShoulderAngle"": 41.70210407385249}"
"Lateral Raise","{""leftHipAngle"": 166.91468118388573, ""leftKneeAngle"": 154.14249434220034, ""rightHipAngle"": 175.1530836801205, ""leftElbowAngle"": 133.62178342170964, ""rightKneeAngle"": 157.6483044004076, ""rightElbowAngle"": 155.6698305730763, ""leftShoulderAngle"": 64.01597185206799, ""rightShoulderAngle"": 80.26855166915773}"
"Lateral Raise","{""leftHipAngle"": 158.4843082718315, ""leftKneeAngle"": 153.51551105603386, ""rightHipAngle"": 164.80168335111645, ""leftElbowAngle"": 131.21279636501745, ""rightKneeAngle"": 158.3240770123013, ""rightElbowAngle"": 147.5757801846867, ""leftShoulderAngle"": 64.03943238174729, ""rightShoulderAngle"": 83.4227895290343}"
"Lateral Raise","{""leftHipAngle"": 177.84121644851894, ""leftKneeAngle"": 162.91498888817557, ""rightHipAngle"": 179.35336395085858, ""leftElbowAngle"": 126.5585957678238, ""rightKneeAngle"": 152.4998478169848, ""rightElbowAngle"": 140.3055071880402, ""leftShoulderAngle"": 38.03248362295041, ""rightShoulderAngle"": 51.54979506985922}"
"Lateral Raise","{""leftHipAngle"": 173.92454684505483, ""leftKneeAngle"": 164.83632992585845, ""rightHipAngle"": 179.7333344990986, ""leftElbowAngle"": 110.27184269032016, ""rightKneeAngle"": 152.59831959674963, ""rightElbowAngle"": 114.54315536300982, ""leftShoulderAngle"": 13.624274976468666, ""rightShoulderAngle"": 15.500657264702724}"
"Lateral Raise","{""leftHipAngle"": 170.7691996453989, ""leftKneeAngle"": 168.23520617152874, ""rightHipAngle"": 174.07957220895557, ""leftElbowAngle"": 114.5580544914971, ""rightKneeAngle"": 161.32502734350106, ""rightElbowAngle"": 110.65991247560856, ""leftShoulderAngle"": 18.144297941259175, ""rightShoulderAngle"": 9.059558610205231}"
"Lateral Raise","{""leftHipAngle"": 164.3570733976023, ""leftKneeAngle"": 171.26137960161267, ""rightHipAngle"": 172.1424099440433, ""leftElbowAngle"": 109.3737221126864, ""rightKneeAngle"": 161.183612464704, ""rightElbowAngle"": 100.91544112277307, ""leftShoulderAngle"": 9.291546755012984, ""rightShoulderAngle"": 1.60048243221443}"
"Lateral Raise","{""leftHipAngle"": 164.17311824381704, ""leftKneeAngle"": 169.38339812501405, ""rightHipAngle"": 172.35120075553718, ""leftElbowAngle"": 110.39751194685276, ""rightKneeAngle"": 164.79727577265717, ""rightElbowAngle"": 102.91712654529364, ""leftShoulderAngle"": 9.062833340490124, ""rightShoulderAngle"": 2.7905717113964066}"
